iter	Passed	Remaining
332	2408729	4824692
333	2415456	4816448
334	2422880	4809597
335	2430458	4803049
336	2437059	4794570
337	2444439	4787629
338	2451935	4780912
339	2459122	4773589
340	2466465	4766570
341	2473543	4759040
342	2480526	4751329
343	2487630	4743854
344	2494917	4736728
345	2502326	4729830
346	2509774	4723004
347	2516817	4715416
348	2523927	4707956
349	2531086	4700588
350	2537907	4692598
351	2544930	4684985
352	2551913	4677303
353	2558651	4669177
354	2565185	4660689
355	2571578	4651956
356	2578411	4644029
357	2585158	4635954
358	2592439	4628841
359	2599875	4622001
360	2606900	4614430
361	2613698	4606463
362	2620192	4597968
363	2626739	4589578
364	2633350	4581308
365	2639724	4572638
366	2646754	4565111
367	2653633	4557326
368	2660312	4549205
369	2666713	4540620
370	2673774	4533165
371	2680752	4525571
372	2688192	4518758
373	2694575	4510172
374	2701421	4502368
375	2708234	4494516
376	2715522	4487454
377	2721703	4478570
378	2728788	4471181
379	2735576	4463309
380	2742164	4455116
381	2749029	4447382
382	2755442	4438925
383	2761346	4429660
384	2767375	4420612
385	2774171	4412801
386	2780728	4404616
387	2787544	4396848
388	2794554	4389390
389	2801069	4381160
390	2807340	4372559
391	2813951	4364495
392	2820426	4356232
393	2826925	4348011
394	2833863	4340474
395	2840648	4332705
396	2847182	4324561
397	2853704	4316407
398	2860600	4308824
399	2867263	4300895
400	2873730	4292679
401	2880258	4284563
402	2887154	4277001
403	2893790	4269057
404	2900863	4261762
405	2907855	4254349
406	2914359	4246229
407	2921096	4238453
408	2927210	4229783
409	2933507	4221389
410	2940039	4213340
411	2946833	4205675
412	2953786	4198238
413	2960160	4189984
414	2966855	4182194
415	2973475	4174302
416	2979912	4166160
417	2986667	4158469
418	2993544	4150953
419	3000116	4143018
420	3006496	4134825
421	3013279	4127192
422	3020088	4119600
423	3026798	4111877
424	3032808	4103211
425	3039894	4096007
426	3046527	4088197
427	3053604	4080985
428	3060445	4073459
429	3067009	4065571
430	3073707	4057864
431	3079986	4049611
432	3086555	4041748
433	3093215	4034009
434	3099637	4025966
435	3106226	4018146
436	3112516	4009946
437	3118918	4001900
438	3125578	3994190
439	3132025	3986214
440	3138739	3978583
441	3145291	3970752
442	3151998	3963122
443	3159044	3955920
444	3166260	3948931
445	3172740	3941027
446	3179682	3933700
447	3186374	3926068
448	3193649	3919156
449	3199908	3910998
450	3207209	3904119
451	3214583	3897326
452	3221381	3889835
453	3228296	3882488
454	3235145	3875064
455	3242000	3867649
456	3248313	3859593
457	3254696	3851627
458	3261383	3844027
459	3267800	3836113
460	3274176	3828158
461	3280900	3820615
462	3287929	3813430
463	3294743	3805996
464	3301502	3798503
465	3307793	3790476
466	3314547	3782984
467	3321454	3775670
468	3328225	3768204
469	3335074	3760828
470	3341477	3752954
471	3348361	3745624
472	3355404	3738473
473	3362105	3730944
474	3369064	3723702
475	3375292	3715657
476	3382101	3708257
477	3388899	3700848
478	3396111	3693891
479	3402931	3686508
480	3409570	3678933
481	3416275	3671433
482	3422335	3663245
483	3429302	3656033
484	3435835	3648361
485	3442227	3640545
486	3448684	3632803
487	3455361	3625296
488	3461703	3617445
489	3467891	3609437
490	3474111	3601472
491	3480863	3594062
492	3487888	3586936
493	3494695	3579587
494	3501466	3572203
495	3507989	3564569
496	3514510	3556939
497	3521907	3550196
498	3529267	3543413
499	3537519	3537519
500	3546652	3532494
501	3558406	3530053
502	3568915	3526344
503	3577885	3521093
504	3585554	3514553
505	3592730	3507527
506	3602301	3502830
507	3611033	3497299
508	3618776	3490804
509	3626720	3484496
510	3634668	3478185
511	3641111	3470434
512	3648725	3463799
513	3656298	3457122
514	3663392	3449990
515	3671450	3443763
516	3678626	3436705
517	3686373	3430177
518	3694422	3423925
519	3702506	3417698
520	3709754	3410695
521	3717750	3404376
522	3726035	3398315
523	3734343	3392266
524	3742267	3385860
525	3750002	3379280
526	3758493	3373372
527	3766521	3367041
528	3774288	3360472
529	3781896	3353757
530	3790620	3348024
531	3798308	3341368
532	3806001	3334714
533	3812504	3327017
534	3819082	3319389
535	3826181	3312216
536	3832858	3304680
537	3839512	3297127
538	3846792	3290113
539	3853887	3282941
540	3861084	3275855
541	3867928	3268471
542	3875424	3261637
543	3882814	3254712
544	3889903	3247534
545	3897593	3240856
546	3905911	3234694
547	3913671	3228064
548	3921984	3221885
549	3930221	3215635
550	3938824	3209677
551	3946900	3203281
552	3955067	3196953
553	3962559	3190075
554	3970306	3183399
555	3978166	3176809
556	3986475	3170572
557	3994624	3164200
558	4002980	3157986
559	4010964	3151472
560	4019141	3145103
561	4026964	3138452
562	4034899	3131884
563	4043936	3126163
564	4053169	3120581
565	4060926	3113855
566	4069015	3107378
567	4076670	3100566
568	4084221	3093672
569	4092487	3087314
570	4099978	3080368
571	4107855	3073710
572	4116392	3067538
573	4123330	3060172
574	4130434	3052929
575	4137530	3045682
576	4145804	3039298
577	4153045	3032154
578	4160976	3025511
579	4168144	3018311
580	4176204	3011755
581	4184003	3005005
582	4192498	2998751
583	4201034	2992517
584	4209237	2986040
585	4217737	2979767
586	4225262	2972799
587	4233322	2966205
588	4240298	2958850
589	4247489	2951645
590	4254915	2944603
591	4262631	2937759
592	4269505	2930334
593	4276770	2923179
594	4283615	2915738
595	4291161	2908773
596	4298719	2901815
597	4307064	2895384
598	4315364	2888917
599	4323781	2882520
600	4331661	2875761
601	4338970	2868621
602	4346872	2861871
603	4354325	2854822
604	4362787	2848431
605	4370171	2841332
606	4378244	2834679
607	4385650	2827590
608	4393461	2820760
609	4401059	2813791
610	4408371	2806639
611	4415222	2799193
612	4422895	2792268
613	4429799	2784857
614	4436176	2777118
615	4443479	2769960
616	4450143	2762406
617	4457175	2755082
618	4464240	2747779
619	4470928	2740246
620	4477702	2732768
621	4484261	2725162
622	4490598	2717425
623	4497610	2710098
624	4504676	2702805
625	4511440	2695333
626	4518483	2688029
627	4525389	2680644
628	4532841	2673583
629	4539651	2666144
630	4546565	2658768
631	4553630	2651481
632	4559933	2643752
633	4566601	2636240
634	4573873	2629077
635	4581166	2621925
636	4588792	2614963
637	4596383	2607979
638	4604157	2601096
639	4612067	2594288
640	4620058	2587520
641	4627291	2580327
642	4635413	2573627
643	4642844	2566541
644	4650074	2559343
645	4657094	2552030
646	4663839	2544567
647	4671209	2537447
648	4679034	2530571
649	4687228	2523892
650	4694675	2516807
651	4701414	2509344
652	4707908	2501752
653	4715343	2494662
654	4722507	2487427
655	4730572	2480665
656	4738803	2473987
657	4746712	2467136
658	4753892	2459904
659	4761339	2452811
660	4768212	2445421
661	4774686	2437830
662	4782763	2431057
663	4789933	2423821
664	4797795	2416934
665	4805402	2409916
666	4813333	2403058
667	4821048	2396090
668	4827820	2388652
669	4835645	2381735
670	4843596	2374878
671	4852068	2368271
672	4859621	2361212
673	4866939	2354038
674	4874763	2347108
675	4882749	2340252
676	4890063	2333073
677	4898022	2326199
678	4906726	2319674
679	4915451	2313153
680	4924705	2306873
681	4931832	2299593
682	4939303	2292473
683	4947424	2285652
684	4955640	2278871
685	4963109	2271743
686	4971314	2264950
687	4979511	2258150
688	4986491	2250796
689	4994739	2244013
690	5002699	2237097
691	5011045	2230349
692	5018834	2223351
693	5026697	2216382
694	5033078	2208761
695	5041106	2201862
696	5049148	2194967
697	5057230	2188085
698	5066002	2181497
699	5073819	2174494
700	5081847	2167578
701	5089280	2160406
702	5096357	2153083
703	5103397	2145746
704	5110158	2138293
705	5117378	2131032
706	5123809	2123445
707	5130336	2115901
708	5137174	2108487
709	5144155	2101133
710	5150755	2093626
711	5157551	2086200
712	5164961	2079023
713	5171706	2071579
714	5178884	2064310
715	5185664	2056883
716	5192553	2049501
717	5199146	2042004
718	5206360	2034752
719	5213258	2027378
720	5220107	2019986
721	5226974	2012602
722	5233956	2005264
723	5240806	1997876
724	5247216	1990323
725	5253631	1982775
726	5260297	1975324
727	5267074	1967917
728	5273915	1960536
729	5280298	1952987
730	5287402	1945706
731	5294298	1938349
732	5301028	1930933
733	5308294	1923714
734	5314794	1916218
735	5322027	1908988
736	5328314	1901420
737	5334922	1893969
738	5341757	1886601
739	5348707	1879275
740	5355818	1872006
741	5362432	1864565
742	5368928	1857085
743	5376014	1849811
744	5383147	1842553
745	5390328	1835313
746	5398424	1828382
747	5408679	1822175
748	5419600	1816181
749	5428562	1809520
750	5435881	1802309
751	5444200	1795427
752	5451731	1788283
753	5458569	1780912
754	5465373	1773531
755	5473043	1766432
756	5479916	1759075
757	5486776	1751714
758	5494478	1744623
759	5501779	1737404
760	5510116	1730509
761	5517204	1723221
762	5525277	1716239
763	5533182	1709202
764	5540765	1702065
765	5548698	1695033
766	5557226	1688179
767	5564877	1681056
768	5572506	1673925
769	5580346	1666856
770	5588274	1659811
771	5595771	1652637
772	5603798	1645617
773	5610418	1638184
774	5617540	1630898
775	5624731	1623633
776	5631919	1616368
777	5639780	1609294
778	5647326	1602129
779	5654352	1594817
780	5660863	1587361
781	5667077	1579824
782	5673686	1572400
783	5681123	1565207
784	5688471	1557989
785	5695360	1550645
786	5701649	1543140
787	5710261	1536263
788	5718231	1529210
789	5727618	1522531
790	5735876	1515547
791	5743150	1508302
792	5751210	1501261
793	5759106	1494176
794	5767552	1487230
795	5777087	1480560
796	5784896	1473442
797	5792674	1466316
798	5801270	1459393
799	5809735	1452433
800	5818561	1445560
801	5827383	1438680
802	5835449	1431610
803	5843517	1424539
804	5851774	1417510
805	5860890	1410685
806	5869924	1403835
807	5879372	1397078
808	5888531	1390246
809	5897485	1383360
810	5907265	1376662
811	5915822	1369673
812	5925974	1363047
813	5935746	1356325
814	5944112	1349276
815	5951611	1342030
816	5961794	1335383
817	5970555	1328412
818	5981138	1321838
819	5988761	1314606
820	5996599	1307419
821	6004505	1300245
822	6012259	1293037
823	6020104	1285847
824	6028261	1278722
825	6035814	1271466
826	6042906	1264114
827	6050732	1256915
828	6057596	1249516
829	6064505	1242127
830	6072313	1234922
831	6079629	1227617
832	6087004	1220323
833	6093906	1212935
834	6100730	1205533
835	6108971	1198410
836	6116250	1191097
837	6122667	1183618
838	6130268	1176368
839	6137391	1169026
840	6144157	1161618
841	6151374	1154295
842	6158545	1146965
843	6165811	1139652
844	6172814	1132291
845	6179817	1124931
846	6186611	1117534
847	6194375	1110312
848	6201944	1103054
849	6208761	1095663
850	6215976	1088343
851	6223317	1081045
852	6231014	1073809
853	6238882	1066600
854	6246480	1059344
855	6253432	1051979
856	6260674	1044663
857	6267682	1037308
858	6274702	1029957
859	6281847	1022626
860	6291357	1015677
861	6300541	1008671
862	6311360	1001919
863	6320420	994881
864	6330122	987938
865	6338861	980840
866	6347780	973765
867	6358246	966922
868	6368505	960039
869	6376922	952873
870	6385206	945684
871	6394731	938676
872	6402586	931418
873	6409602	924038
874	6417069	916724
875	6425220	909506
876	6432150	902114
877	6440608	894936
878	6447967	887604
879	6455206	880255
880	6464170	873140
881	6471766	865837
882	6480197	858644
883	6488675	851455
884	6496236	844143
885	6503125	836745
886	6510424	829400
887	6517705	822052
888	6524874	814691
889	6532561	807395
890	6539653	800024
891	6546999	792686
892	6554412	785355
893	6561860	778028
894	6569284	770698
895	6575768	763258
896	6582029	755795
897	6588633	748374
898	6595720	741009
899	6603363	733707
900	6610317	726327
901	6617792	719006
902	6624846	711639
903	6632809	704369
904	6640457	697064
905	6648060	689754
906	6654863	682361
907	6662680	675073
908	6669849	667718
909	6677746	660436
910	6684082	653000
911	6691280	645649
912	6698798	638330
913	6705194	630904
914	6711687	623490
915	6718395	616097
916	6725858	608774
917	6734049	601516
918	6741604	594200
919	6749964	586953
920	6757996	579676
921	6765205	572327
922	6772052	564949
923	6778942	557575
924	6785727	550194
925	6792924	542847
926	6800310	535515
927	6806895	528121
928	6814310	520792
929	6821067	513413
930	6828222	506065
931	6836080	498769
932	6843439	491436
933	6851448	484149
934	6858888	476821
935	6865476	469434
936	6872224	462059
937	6879500	454721
938	6886254	447349
939	6893755	440026
940	6902205	432763
941	6909976	425455
942	6917791	418148
943	6926628	410901
944	6933321	403526
945	6942044	396268
946	6950495	388992
947	6957858	381654
948	6966089	374363
949	6973275	367014
950	6980649	359675
951	6988221	352347
952	6996146	345035
953	7004277	337732
954	7012299	330422
955	7022427	323207
956	7032005	315962
957	7042156	308737
958	7049862	301401
959	7056885	294036
960	7064057	286678
961	7070479	279291
962	7076981	271908
963	7083586	264532
964	7091147	257191
965	7098786	249853
966	7105300	242476
967	7111605	235094
968	7120215	227788
969	7126728	220414
970	7134104	213067
971	7141925	205734
972	7150183	198412
973	7157087	191051
974	7164593	183707
975	7170702	176328
976	7176934	168955
977	7184172	161607
978	7194267	154320
979	7201913	146977
980	7208562	139615
981	7217763	132301
982	7225565	124958
983	7233633	117620
984	7241865	110282
985	7251130	102957
986	7259927	95622
987	7266647	88258
988	7274014	80904
989	7281212	73547
990	7287986	66187
991	7295471	58834
992	7302733	51479
993	7309865	44123
994	7317436	36771
995	7326662	29424
996	7336302	22075
997	7345866	14721
998	7355735	7363
999	7362674	0
