iter	Logloss
217	0.1223012727
218	0.1221780115
219	0.121947605
220	0.1218549892
221	0.1217363877
222	0.1216250152
223	0.1215220075
224	0.1213764533
225	0.1211273515
226	0.1210243218
227	0.1208745563
228	0.1208213519
229	0.1205970146
230	0.1205418053
231	0.1204798339
232	0.1203527167
233	0.1202196888
234	0.120049606
235	0.1199525849
236	0.1198763833
237	0.1197266
238	0.119648514
239	0.1193968033
240	0.1193584246
241	0.1192485762
242	0.119132658
243	0.1189235467
244	0.1188354299
245	0.1187213251
246	0.1185774858
247	0.1184369721
248	0.1183370242
249	0.1182261386
250	0.1181383063
251	0.1180338962
252	0.1179661345
253	0.1178316199
254	0.1177117827
255	0.1175554291
256	0.1174977067
257	0.1174166061
258	0.1172297012
259	0.1171771492
260	0.1169703499
261	0.116897387
262	0.1167720573
263	0.1166914359
264	0.1166373166
265	0.1165902985
266	0.1164887257
267	0.1164382481
268	0.1163015206
269	0.1162116337
270	0.1160912609
271	0.1159096537
272	0.1158196979
273	0.1157313893
274	0.1156534623
275	0.1156011728
276	0.1155524357
277	0.1154987653
278	0.1154106288
279	0.1152072681
280	0.1151500277
281	0.1151041425
282	0.1150427159
283	0.1149982637
284	0.1148463857
285	0.1146951263
286	0.1146520785
287	0.1145850874
288	0.1145397946
289	0.114430349
290	0.1143732832
291	0.1142876092
292	0.114233714
293	0.1140379068
294	0.1139716683
295	0.1139153261
296	0.1138297025
297	0.1137534161
298	0.113629043
299	0.1135312796
300	0.1134199953
301	0.1133029055
302	0.1131779888
303	0.1130448169
304	0.1129212297
305	0.1126892262
306	0.1126207804
307	0.1125842586
308	0.1124559761
309	0.1123058367
310	0.1122718547
311	0.1121919307
312	0.112070919
313	0.1120082394
314	0.1117553803
315	0.1116367534
316	0.1115465697
317	0.1113752313
318	0.1112119347
319	0.1111144259
320	0.1110251131
321	0.1109841468
322	0.1109137929
323	0.1108019129
324	0.1106804442
325	0.1106274668
326	0.1104781705
327	0.1103171649
328	0.1101544929
329	0.1099986938
330	0.1098704634
331	0.1097641667
332	0.1097030432
333	0.1096570822
334	0.1095153769
335	0.1093808625
336	0.1092924439
337	0.1092194468
338	0.1091202296
339	0.1090039064
340	0.1089614497
341	0.108838884
342	0.1086793327
343	0.1086153013
344	0.1085522758
345	0.1084701376
346	0.1083110652
347	0.1081838309
348	0.1080590201
349	0.1079801101
350	0.1078346555
351	0.1077441992
352	0.1076357511
353	0.107560552
354	0.1074183432
355	0.1072156183
356	0.1071485902
357	0.106917741
358	0.1068368017
359	0.1066942044
360	0.1066401101
361	0.1065696019
362	0.1065328411
363	0.1064821465
364	0.1064085269
365	0.1063323935
366	0.1062786385
367	0.1062505724
368	0.1061952583
369	0.1061595483
370	0.1060252659
371	0.1059698419
372	0.1058299487
373	0.1056980468
374	0.1056606854
375	0.1055799619
376	0.1054583318
377	0.105384352
378	0.1053143568
379	0.1052432277
380	0.1051206535
381	0.1050780765
382	0.1048915808
383	0.1048434321
384	0.1047769227
385	0.104658241
386	0.1045515365
387	0.1044912335
388	0.1044132819
389	0.1042598878
390	0.1041146469
391	0.1039388471
392	0.1038046494
393	0.1036662247
394	0.1036184523
395	0.1036019209
396	0.1035713013
397	0.1035220198
398	0.1033813019
399	0.1032913423
400	0.1032037098
401	0.1031304189
402	0.1030654165
403	0.1029669651
404	0.1028454145
405	0.1027427353
406	0.1027089674
407	0.1025975325
408	0.1025268431
409	0.1023510712
410	0.1022735422
411	0.1021924504
412	0.1021144254
413	0.1020085403
414	0.1019640261
415	0.1018922879
416	0.1018559188
417	0.1017784954
418	0.1017028845
419	0.1016561139
420	0.1016293196
421	0.1015750268
422	0.1015457501
423	0.1014972207
424	0.1014229831
425	0.1013417341
426	0.1011931492
427	0.1011276253
428	0.1010454154
429	0.1008689258
430	0.1008022311
431	0.1007284831
432	0.1006136805
433	0.100555342
434	0.1004831329
435	0.1004608175
436	0.1003839677
437	0.1002864683
438	0.1001727066
439	0.1000754997
440	0.1000023377
441	0.09974910282
442	0.09971481542
443	0.09967888857
444	0.09959147619
445	0.09952597954
446	0.09936753389
447	0.0993201845
448	0.09920379109
449	0.09912199633
450	0.09906383032
451	0.09901668921
452	0.09892996097
453	0.09887787279
454	0.09882088083
455	0.09871650422
456	0.09863762249
457	0.0985627921
458	0.09850952276
459	0.09845043801
460	0.09837219759
461	0.09824903008
462	0.09814188413
463	0.09806110878
464	0.09800053252
465	0.09790164252
466	0.0978380891
467	0.09780228506
468	0.09766419993
469	0.09761679763
470	0.09755622764
471	0.09748815408
472	0.09744980928
473	0.09737084322
474	0.0973276168
475	0.09726027126
476	0.09717204578
477	0.09705846995
478	0.09697971261
479	0.09693168343
480	0.09682841574
481	0.09677734134
482	0.09672683139
483	0.0966990361
484	0.09665256443
485	0.0965839373
486	0.0965400935
487	0.09649424888
488	0.09636678809
489	0.09629383265
490	0.09623113312
491	0.09614183343
492	0.09609059387
493	0.0960290968
494	0.09596161937
495	0.0958940918
496	0.0958449609
497	0.09571226085
498	0.09564482293
499	0.09558707007
500	0.09554436998
501	0.09541294811
502	0.09534711174
503	0.09530749935
504	0.09524988247
505	0.0951889837
506	0.09514096452
507	0.09511538902
508	0.09506133327
509	0.09501567506
510	0.09495989567
511	0.09487949536
512	0.09474839567
513	0.09470981823
514	0.09464082318
515	0.09460181163
516	0.09457790223
517	0.09454338516
518	0.09450330248
519	0.09445544639
520	0.09438195463
521	0.09430447366
522	0.09426715383
523	0.09415426572
524	0.09406860945
525	0.09396045161
526	0.09391858921
527	0.09387565177
528	0.09377007031
529	0.09369122925
530	0.09360317753
531	0.09348784832
532	0.09341609761
533	0.09338438896
534	0.09335764781
535	0.0933199984
536	0.09325081432
537	0.09320061755
538	0.0930891842
539	0.09305631679
540	0.09301555848
541	0.0928766256
542	0.09284540684
543	0.09278001466
544	0.09266834768
545	0.09260608562
546	0.09257361275
547	0.0924647644
548	0.09232793583
549	0.09230836594
550	0.09215895939
551	0.09213162901
552	0.09208967195
553	0.09203677025
554	0.09193699291
555	0.09187771937
556	0.09182867934
557	0.09174823352
558	0.09167832694
559	0.09160118778
560	0.09153752001
561	0.09148684052
562	0.09144356489
563	0.0913950591
564	0.09130958919
565	0.09128101548
566	0.09119126298
567	0.09115874165
568	0.09109999538
569	0.09104278655
570	0.09098124737
571	0.09091808334
572	0.09083946153
573	0.09079872341
574	0.09077454012
575	0.09072531779
576	0.09068698051
577	0.09060457266
578	0.09051953431
579	0.0904682022
580	0.0903333347
581	0.0902935592
582	0.09026203987
583	0.09016184065
584	0.0900679514
585	0.09002465987
586	0.08990617196
587	0.08985089133
588	0.08981429211
589	0.08972132915
590	0.08969029031
591	0.08963994931
592	0.08957435299
593	0.08953220252
594	0.08947023354
595	0.08943357687
596	0.08935458949
597	0.08925867852
598	0.08921958582
599	0.08917568326
600	0.08910401006
601	0.08901981202
602	0.08895002032
603	0.088915495
604	0.08880963791
605	0.08870391759
606	0.08860170143
607	0.08857742641
608	0.0885412459
609	0.08850349926
610	0.08845662007
611	0.08842113267
612	0.08832660079
613	0.08825825988
614	0.08818199877
615	0.08812454923
616	0.08805703261
617	0.08798095808
618	0.0878552649
619	0.08779631064
620	0.08773110568
621	0.08761370688
622	0.08756803314
623	0.08751282685
624	0.08747730649
625	0.08735949594
626	0.08728869926
627	0.08724830942
628	0.08716599495
629	0.08712085144
630	0.08703574117
631	0.08700444569
632	0.08698268798
633	0.08694100534
634	0.08686565178
635	0.08681817442
636	0.08673316498
637	0.08664791664
638	0.08657658711
639	0.08650845481
640	0.08647467265
641	0.08639049912
642	0.08631773249
643	0.08629542291
644	0.08623967259
645	0.08616064109
646	0.08609353609
647	0.08601389253
648	0.08593259127
649	0.08591445293
650	0.08583718354
651	0.08580735654
652	0.08576018653
653	0.0856840701
654	0.08564293575
655	0.0855649293
656	0.08549894462
657	0.08543801371
658	0.08535490233
659	0.08531902766
660	0.0852584561
661	0.08521104018
662	0.08514898575
663	0.08507006874
664	0.08501305458
665	0.08498374744
666	0.08492948667
667	0.08486487339
668	0.08482741236
669	0.0847776792
670	0.08474899613
671	0.08469594443
672	0.08463809354
673	0.08461410942
674	0.08458675245
675	0.08450666715
676	0.08447153142
677	0.08443103913
678	0.0843579118
679	0.0843093246
680	0.08420189047
681	0.0841585017
682	0.084093308
683	0.08406001473
684	0.08400069921
685	0.08393690286
686	0.08389893172
687	0.08375968197
688	0.08369944211
689	0.08364673354
690	0.08350766678
691	0.08346176489
692	0.0834147389
693	0.08336067888
694	0.08331110182
695	0.08325347951
696	0.08320604618
697	0.08317306993
698	0.08314600706
699	0.08309597919
700	0.08307204703
701	0.08302138218
702	0.08296816002
703	0.08291726564
704	0.08281195537
705	0.08277341415
706	0.0826764287
707	0.08263078594
708	0.0825749963
709	0.08252309822
710	0.08244862536
711	0.08242569456
712	0.08232774076
713	0.08227017722
714	0.08223558104
715	0.08219161626
716	0.08212933274
717	0.0820687126
718	0.08202733592
719	0.08199050235
720	0.08192905346
721	0.0818536712
722	0.08178335095
723	0.08175249023
724	0.08168065773
725	0.0816317924
726	0.08156064044
727	0.08149114326
728	0.0814677657
729	0.08144233175
730	0.08138671801
731	0.08135484802
732	0.08132312176
733	0.08127583847
734	0.08119638472
735	0.08113542097
736	0.08103782007
737	0.08101778608
738	0.08097975199
739	0.08095032879
740	0.08089835226
741	0.08085871715
742	0.08081477175
743	0.08078871986
744	0.08071789419
745	0.08067279324
746	0.08062660091
747	0.08059804035
748	0.08054062654
749	0.0804830885
750	0.0804405401
751	0.08038184778
752	0.08035642179
753	0.08032631939
754	0.08023879663
755	0.08020273699
756	0.08012932451
757	0.08005114243
758	0.0800205189
759	0.07998430076
760	0.07995966485
761	0.07991492903
762	0.07988771994
763	0.07986763887
764	0.07980065757
765	0.07975990244
766	0.07967925745
767	0.07966446567
768	0.07963844219
769	0.07957693741
770	0.07949474977
771	0.07945565887
772	0.07940455522
773	0.07937260094
774	0.07934949292
775	0.07930622459
776	0.07922501595
777	0.07917986155
778	0.07914936529
779	0.079064982
780	0.07896578884
781	0.07893475389
782	0.07887682844
783	0.07885315034
784	0.07876541664
785	0.07870772762
786	0.07863462802
787	0.07856718938
788	0.07853658813
789	0.07848657767
790	0.07837034419
791	0.07832986377
792	0.07828726168
793	0.07821447995
794	0.0781626969
795	0.07812103641
796	0.07807383978
797	0.07805370154
798	0.07797999157
799	0.07794668101
800	0.07787876719
801	0.07781900602
802	0.07779652987
803	0.07774969082
804	0.0777146968
805	0.07765688117
806	0.07755726974
807	0.07750630897
808	0.07745791909
809	0.07740862257
810	0.07736980295
811	0.07732099966
812	0.07728040961
813	0.07725236343
814	0.07720105229
815	0.0771562852
816	0.07709787981
817	0.07694709085
818	0.07691221836
819	0.07685795854
820	0.07675963333
821	0.07671426187
822	0.07655765332
823	0.07654244998
824	0.07651889945
825	0.0764750836
826	0.07642462204
827	0.07637653634
828	0.07630850709
829	0.07627519339
830	0.07620513457
831	0.07616562556
832	0.07605425453
833	0.07603092263
834	0.07599662674
835	0.07595798568
836	0.07591128587
837	0.07589092553
838	0.07585322846
839	0.07583437586
840	0.07579450377
841	0.07573406518
842	0.07569540355
843	0.07565372844
844	0.07561112871
845	0.07556657808
846	0.07553163737
847	0.0754732874
848	0.07541019208
849	0.07537669849
850	0.07525990981
851	0.07521589843
852	0.07518474677
853	0.07511754695
854	0.07503573344
855	0.0750008036
856	0.07494773153
857	0.07490650684
858	0.07487241141
859	0.07480455458
860	0.0747875837
861	0.0747419545
862	0.07465731508
863	0.07457583325
864	0.07450592183
865	0.0744788389
866	0.07438695856
867	0.07435053548
868	0.07427588432
869	0.07423818369
870	0.07417573893
871	0.07413170113
872	0.07410243357
873	0.07407892672
874	0.07404969419
875	0.07397461529
876	0.07394141875
877	0.07388767342
878	0.07384629905
879	0.0737024814
880	0.07364265171
881	0.07355692715
882	0.07351514362
883	0.07345708236
884	0.07341628763
885	0.07336687494
886	0.0733152686
887	0.07328870426
888	0.07326383215
889	0.0732427831
890	0.07317956904
891	0.07312979821
892	0.07309729647
893	0.07303258367
894	0.0729860491
895	0.07297189134
896	0.0729299452
897	0.07287703479
898	0.07285588293
899	0.07279717185
900	0.0727255288
901	0.07267942972
902	0.07262349598
903	0.07257277488
904	0.07250304122
905	0.07247539453
906	0.07244345343
907	0.07242994018
908	0.07235759173
909	0.0723206801
910	0.07227912339
911	0.07223381427
912	0.07220096474
913	0.07211618115
914	0.07207881485
915	0.07205307338
916	0.07203300584
917	0.07200941817
918	0.07194701741
919	0.07192557104
920	0.07190758355
921	0.07186157295
922	0.0718464839
923	0.07180262678
924	0.07176491992
925	0.07173444247
926	0.07171119729
927	0.07168692971
928	0.07163702819
929	0.07154574159
930	0.07152411232
931	0.07148605196
932	0.07140964601
933	0.07135366973
934	0.07131449188
935	0.07123809724
936	0.07116721754
937	0.07112303419
938	0.07101687057
939	0.07096754591
940	0.07092829714
941	0.07091157835
942	0.07088290675
943	0.07083823314
944	0.07081663674
945	0.07078172573
946	0.0707339598
947	0.07070384783
948	0.07061211894
949	0.07057238608
950	0.07048522178
951	0.07043276622
952	0.07037685305
953	0.07035933825
954	0.07030860057
955	0.07026951312
956	0.07020075199
957	0.07010463019
958	0.07008322928
959	0.07005465459
960	0.07001662384
961	0.06997381033
962	0.0699356332
963	0.06987919819
964	0.06985063562
965	0.06981112635
966	0.06976953738
967	0.0696948927
968	0.06964144979
969	0.06958448125
970	0.06954946567
971	0.06949299544
972	0.06946107333
973	0.06942778939
974	0.06940633911
975	0.06938321584
976	0.06932983086
977	0.06929528042
978	0.06927273181
979	0.06924383327
980	0.06915503328
981	0.06912684356
982	0.06909418169
983	0.06906060164
984	0.0689906316
985	0.0689601039
986	0.06891549333
987	0.0688718466
988	0.06882022286
989	0.06877928309
990	0.06872368284
991	0.06868311105
992	0.06863008219
993	0.068558806
